	n_pathways
ENSG00000117069	11
ENSG00000221880	2
ENSG00000262347	2
ENSG00000262808	2
ENSG00000188581	2
ENSG00000213020	3
ENSG00000104973	15
ENSG00000179526	9
ENSG00000198083	2
ENSG00000262594	2
ENSG00000267728	2
ENSG00000198090	2
ENSG00000292051	2
ENSG00000212725	2
ENSG00000261852	2
ENSG00000143319	4
ENSG00000174903	20
ENSG00000001497	4
ENSG00000180185	3
ENSG00000125755	17
ENSG00000213339	3
ENSG00000119705	3
ENSG00000155287	2
ENSG00000164615	2
ENSG00000125656	2
ENSG00000129968	5
ENSG00000149679	2
ENSG00000085415	94
ENSG00000011332	18
ENSG00000121621	32
ENSG00000184635	4
ENSG00000125863	5
ENSG00000164047	4
ENSG00000125965	3
ENSG00000124151	21
ENSG00000180530	18
ENSG00000283777	40
ENSG00000127022	40
ENSG00000070371	13
ENSG00000185666	5
ENSG00000130021	4
ENSG00000006757	4
ENSG00000014216	13
ENSG00000169249	4
ENSG00000124486	22
ENSG00000162909	12
ENSG00000182872	12
ENSG00000126012	3
ENSG00000072501	24
ENSG00000092529	2
ENSG00000126247	15
ENSG00000102178	2
ENSG00000077274	2
ENSG00000196976	3
ENSG00000012817	3
ENSG00000121053	3
ENSG00000117713	34
ENSG00000116489	32
ENSG00000168148	40
ENSG00000285435	40
ENSG00000135636	2
ENSG00000276180	142
ENSG00000196367	11
ENSG00000198898	27
ENSG00000073921	11
ENSG00000168306	11
ENSG00000310517	7
ENSG00000087008	7
ENSG00000103126	35
ENSG00000168646	14
ENSG00000163930	8
ENSG00000089234	13
ENSG00000097046	14
ENSG00000093009	15
ENSG00000077549	31
ENSG00000163508	8
ENSG00000157240	10
ENSG00000174804	20
ENSG00000164930	14
ENSG00000155760	14
ENSG00000177283	14
ENSG00000188763	4
ENSG00000196747	19
ENSG00000110619	8
ENSG00000278191	8
ENSG00000275221	19
ENSG00000276368	130
ENSG00000276903	19
ENSG00000180573	130
ENSG00000278463	130
ENSG00000278677	19
ENSG00000288825	130
ENSG00000184260	130
ENSG00000273802	140
ENSG00000091622	5
ENSG00000137752	37
ENSG00000185130	140
ENSG00000119915	12
ENSG00000233822	142
ENSG00000273703	140
ENSG00000277224	140
ENSG00000152284	27
ENSG00000292149	27
ENSG00000274290	140
ENSG00000159322	4
ENSG00000169976	16
ENSG00000115274	8
ENSG00000275713	140
ENSG00000172007	9
ENSG00000278588	140
ENSG00000138613	36
ENSG00000180596	140
ENSG00000129932	4
ENSG00000138639	7
ENSG00000274641	140
ENSG00000110060	3
ENSG00000184678	138
ENSG00000106144	15
ENSG00000275714	115
ENSG00000197409	115
ENSG00000287080	115
ENSG00000274750	115
ENSG00000154080	5
ENSG00000275379	115
ENSG00000143228	18
ENSG00000274145	6
ENSG00000167705	6
ENSG00000136152	11
ENSG00000130717	4
ENSG00000273983	115
ENSG00000146385	7
ENSG00000197153	115
ENSG00000278828	115
ENSG00000286522	115
ENSG00000278637	142
ENSG00000165568	4
ENSG00000112874	4
ENSG00000171056	4
ENSG00000285438	4
ENSG00000164305	35
ENSG00000277157	142
ENSG00000274618	142
ENSG00000273542	142
ENSG00000197238	142
ENSG00000131126	3
ENSG00000197061	142
ENSG00000169612	5
ENSG00000158406	142
ENSG00000168589	4
ENSG00000125971	4
ENSG00000278705	142
ENSG00000138496	15
ENSG00000285069	11
ENSG00000130766	11
ENSG00000276966	142
ENSG00000275126	142
ENSG00000102181	2
ENSG00000171792	24
ENSG00000167632	10
ENSG00000113073	4
ENSG00000196954	15
ENSG00000270882	142
ENSG00000166086	4
ENSG00000149781	4
ENSG00000187017	4
ENSG00000103196	3
ENSG00000186792	7
ENSG00000139269	4
ENSG00000124784	4
ENSG00000182902	7
ENSG00000152348	2
ENSG00000078747	36
ENSG00000289720	36
ENSG00000008197	6
ENSG00000127081	3
ENSG00000100395	9
ENSG00000102910	6
ENSG00000169962	9
ENSG00000002822	18
ENSG00000095981	7
ENSG00000137757	8
ENSG00000172146	3
ENSG00000134588	4
ENSG00000158220	2
ENSG00000136169	3
ENSG00000129911	4
ENSG00000160072	3
ENSG00000262628	3
ENSG00000165632	25
ENSG00000180016	3
ENSG00000109113	3
ENSG00000099992	4
ENSG00000197580	6
ENSG00000127780	3
ENSG00000185155	4
ENSG00000120329	3
ENSG00000120440	3
ENSG00000137441	6
ENSG00000261862	2
ENSG00000221852	2
ENSG00000212901	2
ENSG00000262068	2
ENSG00000212900	2
ENSG00000263296	2
ENSG00000239886	2
ENSG00000262573	2
ENSG00000263090	2
ENSG00000138794	12
ENSG00000183024	3
ENSG00000204873	2
ENSG00000262749	2
ENSG00000292047	2
ENSG00000187272	2
ENSG00000292048	2
ENSG00000263341	2
ENSG00000186860	2
ENSG00000292024	2
ENSG00000159961	3
ENSG00000010270	5
ENSG00000010072	4
ENSG00000100429	21
ENSG00000143398	10
ENSG00000107242	13
ENSG00000162897	2
ENSG00000276293	18
ENSG00000277292	18
ENSG00000184381	16
ENSG00000169515	3
ENSG00000104490	6
ENSG00000069764	10
ENSG00000276870	10
ENSG00000136492	34
ENSG00000183762	8
ENSG00000165806	12
ENSG00000176597	9
ENSG00000108528	8
ENSG00000132205	3
ENSG00000152583	4
ENSG00000121067	10
ENSG00000121211	4
ENSG00000164199	3
ENSG00000102158	25
ENSG00000047579	4
ENSG00000126259	2
ENSG00000158710	4
ENSG00000120696	12
ENSG00000105186	4
ENSG00000177169	14
ENSG00000126653	4
ENSG00000118496	7
ENSG00000126756	4
ENSG00000064012	59
ENSG00000113966	5
ENSG00000136014	4
ENSG00000136052	3
ENSG00000156374	4
ENSG00000186867	8
ENSG00000102189	4
ENSG00000160908	3
ENSG00000164053	26
ENSG00000115368	5
ENSG00000240303	4
ENSG00000148019	17
ENSG00000106346	4
ENSG00000183579	4
ENSG00000164338	5
ENSG00000115363	4
ENSG00000163322	16
ENSG00000097096	5
ENSG00000103510	7
ENSG00000131771	6
ENSG00000150347	3
ENSG00000100325	8
ENSG00000140853	26
ENSG00000169604	5
ENSG00000138131	5
ENSG00000125630	10
ENSG00000101082	4
ENSG00000124177	10
ENSG00000147905	2
ENSG00000197601	4
ENSG00000184564	3
ENSG00000183576	3
ENSG00000090686	4
ENSG00000185900	5
ENSG00000132906	25
ENSG00000127580	4
ENSG00000171488	2
ENSG00000131653	9
ENSG00000179632	5
ENSG00000171202	4
ENSG00000127249	3
ENSG00000129151	3
ENSG00000037757	4
ENSG00000133398	20
ENSG00000291745	20
ENSG00000122068	5
ENSG00000090006	7
ENSG00000118473	4
ENSG00000004660	20
ENSG00000137692	3
ENSG00000132004	10
ENSG00000157778	3
ENSG00000121851	12
ENSG00000165118	3
ENSG00000125611	2
ENSG00000170265	3
ENSG00000100227	5
ENSG00000110871	4
ENSG00000145029	3
ENSG00000102572	4
ENSG00000181481	19
ENSG00000291712	19
ENSG00000168395	9
ENSG00000256812	12
ENSG00000123154	5
ENSG00000156531	15
ENSG00000147536	7
ENSG00000003400	14
ENSG00000137288	4
ENSG00000159685	3
ENSG00000131910	4
ENSG00000131475	8
ENSG00000164077	4
ENSG00000183011	4
ENSG00000136710	5
ENSG00000230124	4
ENSG00000051596	5
ENSG00000205323	5
ENSG00000122986	7
ENSG00000180628	5
ENSG00000204673	14
ENSG00000122707	3
ENSG00000164347	4
ENSG00000213380	11
ENSG00000167780	4
ENSG00000149182	16
ENSG00000111344	5
ENSG00000035681	4
ENSG00000143318	6
ENSG00000071051	21
ENSG00000120306	3
ENSG00000116906	9
ENSG00000143125	7
ENSG00000198286	12
ENSG00000167555	3
ENSG00000184384	32
ENSG00000147234	3
ENSG00000104885	3
ENSG00000162298	18
ENSG00000163995	5
ENSG00000160961	3
ENSG00000127334	6
ENSG00000203965	4
ENSG00000188827	8
ENSG00000142449	4
ENSG00000227222	9
ENSG00000233049	9
ENSG00000231377	9
ENSG00000233561	9
ENSG00000233418	9
ENSG00000206486	9
ENSG00000204560	9
ENSG00000226171	9
ENSG00000112584	7
ENSG00000275333	7
ENSG00000118729	6
ENSG00000158290	18
ENSG00000139842	18
ENSG00000147535	4
ENSG00000167925	3
ENSG00000125885	20
ENSG00000166847	20
ENSG00000036257	38
ENSG00000170270	3
ENSG00000275619	3
ENSG00000144161	3
ENSG00000171476	4
ENSG00000188321	3
ENSG00000108094	19
ENSG00000154930	4
ENSG00000152034	8
ENSG00000055130	120
ENSG00000163376	7
ENSG00000055950	7
ENSG00000178184	4
ENSG00000101460	6
ENSG00000102891	3
ENSG00000188517	6
ENSG00000128294	15
ENSG00000036828	7
ENSG00000169902	12
ENSG00000124171	9
ENSG00000292041	2
ENSG00000171396	2
ENSG00000176014	90
ENSG00000116981	5
ENSG00000144057	6
ENSG00000149571	2
ENSG00000133619	3
ENSG00000196358	3
ENSG00000074219	15
ENSG00000185985	3
ENSG00000116014	7
ENSG00000136697	6
ENSG00000196284	3
ENSG00000141200	32
ENSG00000163202	3
ENSG00000062282	13
ENSG00000131355	7
ENSG00000165799	3
ENSG00000162961	37
ENSG00000179111	4
ENSG00000153147	14
ENSG00000197937	3
ENSG00000158022	9
ENSG00000089094	3
ENSG00000065923	4
ENSG00000077800	7
ENSG00000137133	5
ENSG00000124370	5
ENSG00000135355	8
ENSG00000288435	8
ENSG00000115318	5
ENSG00000060566	8
ENSG00000121691	15
ENSG00000131055	13
ENSG00000130299	3
ENSG00000166123	3
ENSG00000072201	4
ENSG00000133124	5
ENSG00000165282	4
ENSG00000106086	7
ENSG00000111671	7
ENSG00000147162	15
ENSG00000173894	26
ENSG00000175970	5
ENSG00000135093	8
ENSG00000172728	3
ENSG00000237172	4
ENSG00000143776	8
ENSG00000161551	3
ENSG00000130038	3
ENSG00000140030	6
ENSG00000198182	3
ENSG00000133247	3
ENSG00000167553	90
ENSG00000101146	75
ENSG00000138678	5
ENSG00000187642	3
ENSG00000046651	20
ENSG00000137656	4
ENSG00000115556	3
ENSG00000163702	11
ENSG00000138623	5
ENSG00000288455	5
ENSG00000138615	3
ENSG00000173915	6
ENSG00000114779	4
ENSG00000162714	3
ENSG00000291884	3
ENSG00000128310	7
ENSG00000186603	4
ENSG00000100410	15
ENSG00000099910	7
ENSG00000170854	7
ENSG00000110786	5
ENSG00000135077	4
ENSG00000145439	4
ENSG00000092208	10
ENSG00000146374	9
ENSG00000186094	3
ENSG00000144026	3
ENSG00000178685	15
ENSG00000293604	11
ENSG00000168389	5
ENSG00000165526	5
ENSG00000042286	6
ENSG00000138600	4
ENSG00000165349	4
ENSG00000181915	4
ENSG00000130182	2
ENSG00000144647	5
ENSG00000169783	5
ENSG00000148343	5
ENSG00000138138	2
ENSG00000143248	5
ENSG00000121289	4
ENSG00000137135	12
ENSG00000161298	6
ENSG00000205060	4
ENSG00000198466	3
ENSG00000262788	5
ENSG00000141076	5
ENSG00000139133	4
ENSG00000186017	3
ENSG00000170836	4
ENSG00000120539	5
ENSG00000129472	3
ENSG00000186187	4
ENSG00000125703	2
ENSG00000143194	3
ENSG00000135521	4
ENSG00000166387	3
ENSG00000134748	4
ENSG00000131746	5
ENSG00000142765	4
ENSG00000110841	7
ENSG00000108306	7
ENSG00000129474	18
ENSG00000181817	7
ENSG00000143847	10
ENSG00000130734	2
ENSG00000147689	3
ENSG00000213390	5
ENSG00000178449	4
ENSG00000139220	10
ENSG00000134453	15
ENSG00000255072	4
ENSG00000288198	10
ENSG00000131626	10
ENSG00000175309	6
ENSG00000149150	4
ENSG00000123552	4
ENSG00000144283	10
ENSG00000135597	4
ENSG00000117461	49
ENSG00000034693	5
ENSG00000227345	5
ENSG00000108797	5
ENSG00000166507	5
ENSG00000182333	3
ENSG00000069424	6
ENSG00000143127	9
ENSG00000077943	12
ENSG00000269335	88
ENSG00000070061	3
ENSG00000185885	6
ENSG00000128708	3
ENSG00000292096	3
ENSG00000274997	19
ENSG00000197903	140
ENSG00000149091	7
ENSG00000153933	7
ENSG00000077044	7
ENSG00000203797	5
ENSG00000241595	2
ENSG00000292049	2
ENSG00000262896	2
ENSG00000262512	2
ENSG00000198443	2
ENSG00000292040	2
ENSG00000198271	2
ENSG00000186115	12
ENSG00000196156	2
ENSG00000244537	2
ENSG00000292044	2
ENSG00000263101	2
ENSG00000212899	2
ENSG00000263091	2
ENSG00000292035	2
ENSG00000213417	2
ENSG00000196739	15
ENSG00000188878	4
ENSG00000131013	9
ENSG00000121270	2
ENSG00000141030	13
ENSG00000175264	5
ENSG00000141582	26
ENSG00000292254	7
ENSG00000251322	7
ENSG00000134072	7
ENSG00000105137	10
ENSG00000132256	4
ENSG00000119523	9
ENSG00000128159	9
ENSG00000135824	4
ENSG00000018510	7
ENSG00000144597	10
ENSG00000276920	4
ENSG00000145506	4
ENSG00000177380	10
ENSG00000004809	3
ENSG00000158715	3
ENSG00000131941	8
ENSG00000100342	7
ENSG00000139168	15
ENSG00000140022	4
ENSG00000087842	2
ENSG00000116641	12
ENSG00000130589	22
ENSG00000140323	4
ENSG00000149115	12
ENSG00000198894	2
ENSG00000132842	8
ENSG00000138018	5
ENSG00000142748	7
ENSG00000168827	4
ENSG00000117475	5
ENSG00000145777	4
ENSG00000139292	4
ENSG00000089022	13
ENSG00000291743	5
ENSG00000170948	5
ENSG00000134107	3
ENSG00000033800	19
ENSG00000081377	3
ENSG00000079335	8
ENSG00000173991	2
ENSG00000165630	4
ENSG00000143753	7
ENSG00000100296	8
ENSG00000117009	3
ENSG00000134684	4
ENSG00000160209	7
ENSG00000110514	8
ENSG00000160214	4
ENSG00000079277	12
ENSG00000105974	58
ENSG00000088247	8
ENSG00000147044	18
ENSG00000053371	3
ENSG00000180228	9
ENSG00000276336	3
ENSG00000074660	3
ENSG00000105971	4
ENSG00000167656	3
ENSG00000182533	2
ENSG00000184933	3
ENSG00000136518	36
ENSG00000124813	13
ENSG00000120659	8
ENSG00000147509	5
ENSG00000087269	5
ENSG00000292099	8
ENSG00000115840	8
ENSG00000105499	9
ENSG00000175792	23
ENSG00000139547	7
ENSG00000159216	41
ENSG00000067113	4
ENSG00000141934	4
ENSG00000162407	4
ENSG00000113739	4
ENSG00000138768	14
ENSG00000139574	8
ENSG00000065883	8
ENSG00000284762	4
ENSG00000113231	4
ENSG00000183527	3
ENSG00000073282	27
ENSG00000025423	3
ENSG00000182168	5
ENSG00000026297	3
ENSG00000176101	17
ENSG00000135114	7
ENSG00000131471	3
ENSG00000020633	21
ENSG00000117425	4
ENSG00000196139	20
ENSG00000164626	3
ENSG00000073734	11
ENSG00000276582	11
ENSG00000084676	54
ENSG00000109270	26
ENSG00000067955	34
ENSG00000133961	16
ENSG00000185338	27
ENSG00000138735	12
ENSG00000088986	68
ENSG00000285372	16
ENSG00000173273	16
ENSG00000159423	4
ENSG00000170099	7
ENSG00000277405	7
ENSG00000185950	41
ENSG00000107581	16
ENSG00000106263	16
ENSG00000184110	16
ENSG00000100353	16
ENSG00000175390	16
ENSG00000130811	16
ENSG00000147677	16
ENSG00000084623	16
ENSG00000104131	16
ENSG00000110395	51
ENSG00000080493	12
ENSG00000075151	10
ENSG00000118640	14
ENSG00000117533	6
ENSG00000124222	5
ENSG00000104915	4
ENSG00000126581	30
ENSG00000114423	4
ENSG00000162734	5
ENSG00000111786	13
ENSG00000019169	3
ENSG00000171360	3
ENSG00000292032	3
ENSG00000263022	3
ENSG00000108417	3
ENSG00000126337	3
ENSG00000068001	5
ENSG00000257594	4
ENSG00000185000	10
ENSG00000285482	10
ENSG00000094880	47
ENSG00000125910	7
ENSG00000072110	20
ENSG00000121578	11
ENSG00000158850	11
ENSG00000117411	11
ENSG00000226936	8
ENSG00000236802	8
ENSG00000235155	8
ENSG00000235863	8
ENSG00000206285	8
ENSG00000169255	5
ENSG00000162630	4
ENSG00000172318	4
ENSG00000149257	3
ENSG00000108846	16
ENSG00000102871	19
ENSG00000138035	2
ENSG00000215788	4
ENSG00000140943	18
ENSG00000174080	6
ENSG00000112335	7
ENSG00000074266	43
ENSG00000135074	10
ENSG00000107862	23
ENSG00000159228	5
ENSG00000101654	13
ENSG00000111880	13
ENSG00000197858	4
ENSG00000137275	55
ENSG00000169372	6
ENSG00000159231	3
ENSG00000125735	5
ENSG00000161955	7
ENSG00000239697	4
ENSG00000121858	13
ENSG00000125657	4
ENSG00000114948	2
ENSG00000139985	3
ENSG00000134007	3
ENSG00000143537	3
ENSG00000168615	3
ENSG00000282230	3
ENSG00000101290	5
ENSG00000157873	7
ENSG00000273936	7
ENSG00000103769	17
ENSG00000104312	48
ENSG00000243509	4
ENSG00000168040	31
ENSG00000092531	23
ENSG00000134265	14
ENSG00000105402	16
ENSG00000063601	10
ENSG00000268500	5
ENSG00000101782	4
ENSG00000186891	9
ENSG00000124159	2
ENSG00000076344	8
ENSG00000108370	12
ENSG00000185559	4
ENSG00000130957	4
ENSG00000254685	6
ENSG00000141655	4
ENSG00000173530	11
ENSG00000173535	6
ENSG00000120889	21
ENSG00000104689	21
ENSG00000131779	2
ENSG00000077522	23
ENSG00000166821	10
ENSG00000172340	5
ENSG00000163541	3
ENSG00000136143	3
ENSG00000143162	3
ENSG00000122779	8
ENSG00000115607	5
ENSG00000115598	6
ENSG00000115604	6
ENSG00000182687	7
ENSG00000090061	29
ENSG00000000419	19
ENSG00000175334	23
ENSG00000139990	3
ENSG00000156427	57
ENSG00000136908	20
ENSG00000164105	12
ENSG00000109452	8
ENSG00000158815	68
ENSG00000196468	54
ENSG00000172831	5
ENSG00000111052	9
ENSG00000140575	37
ENSG00000118257	9
ENSG00000099250	22
ENSG00000286112	6
ENSG00000171097	6
ENSG00000197283	5
ENSG00000227460	5
ENSG00000066294	6
ENSG00000163655	6
ENSG00000178307	3
ENSG00000120833	10
ENSG00000137563	3
ENSG00000003402	15
ENSG00000171720	76
ENSG00000007062	5
ENSG00000255398	7
ENSG00000141068	17
ENSG00000187094	7
ENSG00000114166	55
ENSG00000176749	26
ENSG00000128918	4
ENSG00000144852	9
ENSG00000126231	10
ENSG00000163394	7
ENSG00000198728	14
ENSG00000171388	7
ENSG00000049246	5
ENSG00000132326	5
ENSG00000159082	11
ENSG00000115525	11
ENSG00000110148	8
ENSG00000235030	5
ENSG00000237155	5
ENSG00000230128	5
ENSG00000137331	5
ENSG00000206478	5
ENSG00000227231	5
ENSG00000078269	8
ENSG00000102606	32
ENSG00000124541	5
ENSG00000112303	7
ENSG00000112299	10
ENSG00000176170	21
ENSG00000161011	31
ENSG00000284099	31
ENSG00000166224	4
ENSG00000130177	47
ENSG00000159593	3
ENSG00000138074	8
ENSG00000106052	8
ENSG00000160294	5
ENSG00000115211	5
ENSG00000070785	5
ENSG00000119718	5
ENSG00000145191	5
ENSG00000125977	26
ENSG00000085719	7
ENSG00000106245	9
ENSG00000100330	7
ENSG00000087053	8
ENSG00000112739	4
ENSG00000248746	4
ENSG00000145386	62
ENSG00000133101	62
ENSG00000214078	7
ENSG00000182287	16
ENSG00000213983	4
ENSG00000072958	18
ENSG00000056998	11
ENSG00000134057	57
ENSG00000127990	3
ENSG00000100346	7
ENSG00000196557	10
ENSG00000146833	22
ENSG00000006283	7
ENSG00000111602	5
ENSG00000142867	16
ENSG00000138641	4
ENSG00000287542	4
ENSG00000112237	34
ENSG00000128731	21
ENSG00000277278	21
ENSG00000276802	21
ENSG00000103657	4
ENSG00000164061	3
ENSG00000160973	8
ENSG00000129071	8
ENSG00000134046	12
ENSG00000117280	3
ENSG00000005020	2
ENSG00000112290	22
ENSG00000118971	16
ENSG00000171450	6
ENSG00000115919	3
ENSG00000166167	86
ENSG00000112576	22
ENSG00000277775	115
ENSG00000196787	19
ENSG00000124635	140
ENSG00000257335	6
ENSG00000282607	6
ENSG00000147434	8
ENSG00000072682	9
ENSG00000058056	9
ENSG00000106299	37
ENSG00000166634	3
ENSG00000154342	21
ENSG00000100099	4
ENSG00000142512	3
ENSG00000105173	46
ENSG00000124780	7
ENSG00000275917	6
ENSG00000166664	6
ENSG00000286139	6
ENSG00000285077	6
ENSG00000274734	6
ENSG00000124574	2
ENSG00000127084	12
ENSG00000168010	2
ENSG00000106397	3
ENSG00000196814	17
ENSG00000254521	3
ENSG00000162302	5
ENSG00000120341	8
ENSG00000139151	3
ENSG00000118804	12
ENSG00000143595	3
ENSG00000183032	3
ENSG00000121454	5
ENSG00000104321	4
ENSG00000165572	7
ENSG00000119333	4
ENSG00000162063	7
ENSG00000151148	4
ENSG00000113732	19
ENSG00000008438	4
ENSG00000144791	4
ENSG00000140983	4
ENSG00000149328	11
ENSG00000120337	4
ENSG00000137171	19
ENSG00000160145	22
ENSG00000134146	4
ENSG00000171428	6
ENSG00000113328	7
ENSG00000149043	4
ENSG00000288149	4
ENSG00000127533	10
ENSG00000118420	4
ENSG00000168661	6
ENSG00000138764	5
ENSG00000103168	11
ENSG00000184611	3
ENSG00000184887	7
ENSG00000115750	11
ENSG00000143498	11
ENSG00000102078	4
ENSG00000171004	5
ENSG00000183798	3
ENSG00000204070	4
ENSG00000134480	60
ENSG00000006062	13
ENSG00000282637	13
ENSG00000184557	30
ENSG00000145040	4
ENSG00000138135	5
ENSG00000204519	3
ENSG00000113763	9
ENSG00000112130	12
ENSG00000130787	5
ENSG00000154124	8
ENSG00000291479	2
ENSG00000144035	2
ENSG00000003096	7
ENSG00000009954	8
ENSG00000204611	3
ENSG00000204604	3
ENSG00000170949	3
ENSG00000121797	6
ENSG00000142544	3
ENSG00000112902	14
ENSG00000135569	7
ENSG00000140534	5
ENSG00000144744	19
ENSG00000164758	20
ENSG00000129315	39
ENSG00000130725	18
ENSG00000109083	4
ENSG00000180398	9
ENSG00000250565	15
ENSG00000104081	6
ENSG00000008294	2
ENSG00000188846	41
ENSG00000292301	4
ENSG00000104626	4
ENSG00000147443	7
ENSG00000027869	4
ENSG00000117407	10
ENSG00000179271	7
ENSG00000110711	10
ENSG00000082258	29
ENSG00000140368	11
ENSG00000140254	4
ENSG00000244005	10
ENSG00000198901	5
ENSG00000156026	3
ENSG00000155465	11
ENSG00000103064	7
ENSG00000196466	3
ENSG00000007216	3
ENSG00000257591	3
ENSG00000196757	3
ENSG00000171291	3
ENSG00000198682	12
ENSG00000138801	11
ENSG00000186687	4
ENSG00000133121	8
ENSG00000078043	13
ENSG00000240230	6
ENSG00000256229	3
ENSG00000011347	3
ENSG00000148356	4
ENSG00000157224	4
ENSG00000129691	37
ENSG00000166562	25
ENSG00000134873	8
ENSG00000156284	4
ENSG00000184697	4
ENSG00000165376	4
ENSG00000163347	9
ENSG00000163348	5
ENSG00000146731	15
ENSG00000213937	4
ENSG00000291802	12
ENSG00000165782	12
ENSG00000185177	3
ENSG00000167962	4
ENSG00000292232	4
ENSG00000134668	4
ENSG00000162032	3
ENSG00000137033	14
ENSG00000137038	4
ENSG00000143067	3
ENSG00000127564	9
ENSG00000158477	3
ENSG00000007541	4
ENSG00000175467	4
ENSG00000146063	4
ENSG00000149564	2
ENSG00000101557	28
ENSG00000036672	17
ENSG00000167702	8
ENSG00000157613	4
ENSG00000135503	6
ENSG00000158485	3
ENSG00000103194	8
ENSG00000138592	14
ENSG00000161791	10
ENSG00000139624	4
ENSG00000139505	5
ENSG00000148513	6
ENSG00000003987	7
ENSG00000158481	3
ENSG00000108389	11
ENSG00000123609	7
ENSG00000182979	38
ENSG00000197124	3
ENSG00000131023	2
ENSG00000159720	22
ENSG00000164953	4
ENSG00000093183	8
ENSG00000170454	3
ENSG00000158473	3
ENSG00000141526	7
ENSG00000144580	14
ENSG00000108055	24
ENSG00000099957	4
ENSG00000145919	4
ENSG00000136875	4
ENSG00000100258	4
ENSG00000117360	4
ENSG00000071859	4
ENSG00000274437	13
ENSG00000099958	13
ENSG00000117013	7
ENSG00000157456	24
ENSG00000175305	39
ENSG00000029725	4
ENSG00000114767	5
ENSG00000076928	14
ENSG00000078699	2
ENSG00000116824	2
ENSG00000145782	10
ENSG00000166965	4
ENSG00000131944	7
ENSG00000138942	19
ENSG00000100321	3
ENSG00000107897	12
ENSG00000185359	32
ENSG00000165525	4
ENSG00000107954	17
ENSG00000167286	14
ENSG00000060069	31
ENSG00000282752	31
ENSG00000165970	7
ENSG00000050767	7
ENSG00000137860	7
ENSG00000156222	4
ENSG00000134321	4
ENSG00000158062	7
ENSG00000174371	41
ENSG00000130921	4
ENSG00000187051	4
ENSG00000221866	13
ENSG00000160613	8
ENSG00000198851	10
ENSG00000198783	10
ENSG00000157680	7
ENSG00000173809	3
ENSG00000144857	7
ENSG00000147654	4
ENSG00000196417	4
ENSG00000142405	7
ENSG00000115944	13
ENSG00000173227	3
ENSG00000120334	21
ENSG00000183172	5
ENSG00000272901	5
ENSG00000272835	5
ENSG00000274112	5
ENSG00000285360	4
ENSG00000154359	4
ENSG00000160654	29
ENSG00000064547	8
ENSG00000132744	3
ENSG00000115602	10
ENSG00000148377	5
ENSG00000275272	2
ENSG00000083896	2
ENSG00000173214	3
ENSG00000205659	14
ENSG00000119638	9
ENSG00000134508	9
ENSG00000149305	3
ENSG00000147457	31
ENSG00000221838	4
ENSG00000145623	5
ENSG00000137760	3
ENSG00000116584	13
ENSG00000086827	23
ENSG00000140153	4
ENSG00000154473	28
ENSG00000169891	4
ENSG00000101938	7
ENSG00000163933	9
ENSG00000074621	12
ENSG00000291781	6
ENSG00000136319	6
ENSG00000165732	8
ENSG00000214717	5
ENSG00000292345	5
ENSG00000198821	30
ENSG00000145850	5
ENSG00000118596	4
ENSG00000164182	4
ENSG00000168434	11
ENSG00000170049	3
ENSG00000169359	7
ENSG00000145908	3
ENSG00000141933	3
ENSG00000121989	9
ENSG00000010610	34
ENSG00000165996	5
ENSG00000122696	4
ENSG00000124831	10
ENSG00000130385	4
ENSG00000197557	4
ENSG00000149262	3
ENSG00000108231	2
ENSG00000178999	34
ENSG00000262102	5
ENSG00000171451	5
ENSG00000133424	10
ENSG00000124164	13
ENSG00000101558	9
ENSG00000149480	38
