	n_pathways
ENSG00000011021	7
ENSG00000103249	3
ENSG00000179988	4
ENSG00000186510	3
ENSG00000155629	13
ENSG00000184908	3
ENSG00000075340	2
ENSG00000120885	16
ENSG00000155962	6
ENSG00000065621	7
ENSG00000183128	4
ENSG00000166295	43
ENSG00000203837	3
ENSG00000183605	4
ENSG00000291909	3
ENSG00000176787	3
ENSG00000205495	3
ENSG00000291908	3
ENSG00000176798	3
ENSG00000176895	3
ENSG00000176922	3
ENSG00000176925	3
ENSG00000279270	3
ENSG00000185926	3
ENSG00000172208	3
ENSG00000175619	3
ENSG00000197790	3
ENSG00000181963	3
ENSG00000196136	7
ENSG00000148700	8
ENSG00000166340	5
ENSG00000276025	3
ENSG00000183303	3
ENSG00000280931	3
ENSG00000278253	3
ENSG00000182334	3
ENSG00000280808	3
ENSG00000165905	5
ENSG00000188603	2
ENSG00000261832	2
ENSG00000180773	7
ENSG00000186104	12
ENSG00000160593	5
ENSG00000170946	4
ENSG00000172154	3
ENSG00000074201	3
ENSG00000178358	3
ENSG00000166368	3
ENSG00000175485	3
ENSG00000183389	3
ENSG00000180934	3
ENSG00000137392	9
ENSG00000188906	4
ENSG00000122705	41
ENSG00000179615	3
ENSG00000175398	3
ENSG00000175416	21
ENSG00000170426	3
ENSG00000139370	11
ENSG00000167528	3
ENSG00000172640	3
ENSG00000139287	4
ENSG00000141367	50
ENSG00000291837	6
ENSG00000170374	6
ENSG00000179919	3
ENSG00000170484	3
ENSG00000139350	17
ENSG00000166130	24
ENSG00000092009	9
ENSG00000197837	142
ENSG00000139132	12
ENSG00000139154	6
ENSG00000151572	10
ENSG00000262139	10
ENSG00000189046	4
ENSG00000133105	8
ENSG00000156414	3
ENSG00000156381	3
ENSG00000140057	3
ENSG00000182400	10
ENSG00000166428	11
ENSG00000185100	4
ENSG00000173431	3
ENSG00000172590	7
ENSG00000222028	3
ENSG00000291805	3
ENSG00000169484	3
ENSG00000176246	3
ENSG00000291772	3
ENSG00000291779	3
ENSG00000176219	3
ENSG00000165501	7
ENSG00000180008	5
ENSG00000139977	4
ENSG00000179600	7
ENSG00000165898	5
ENSG00000177465	7
ENSG00000147872	16
ENSG00000163823	12
ENSG00000165533	5
ENSG00000140090	8
ENSG00000197119	4
ENSG00000168350	4
ENSG00000166477	28
ENSG00000183625	8
ENSG00000166192	5
ENSG00000103707	4
ENSG00000186198	5
ENSG00000183813	8
ENSG00000160791	22
ENSG00000112486	13
ENSG00000126353	8
ENSG00000170113	2
ENSG00000288478	2
ENSG00000273540	3
ENSG00000188266	3
ENSG00000179934	8
ENSG00000156232	5
ENSG00000188089	9
ENSG00000144648	6
ENSG00000183747	8
ENSG00000188215	3
ENSG00000188038	3
ENSG00000187758	11
ENSG00000174600	4
ENSG00000291939	14
ENSG00000196408	14
ENSG00000213903	8
ENSG00000285456	8
ENSG00000158545	2
ENSG00000023839	13
ENSG00000197302	3
ENSG00000149932	6
ENSG00000103356	4
ENSG00000181038	4
ENSG00000255713	3
ENSG00000153944	6
ENSG00000171302	3
ENSG00000182040	4
ENSG00000291919	5
ENSG00000178789	5
ENSG00000196169	8
ENSG00000154914	4
ENSG00000167080	7
ENSG00000278550	4
ENSG00000167703	4
ENSG00000167741	8
ENSG00000183018	4
ENSG00000159111	7
ENSG00000276021	5
ENSG00000167716	5
ENSG00000196616	4
ENSG00000167291	4
ENSG00000183077	3
ENSG00000183153	5
ENSG00000204889	3
ENSG00000262845	3
ENSG00000154025	3
ENSG00000153391	8
ENSG00000070729	11
ENSG00000180257	4
ENSG00000198515	5
ENSG00000178229	3
ENSG00000174667	3
ENSG00000161807	3
ENSG00000170929	3
ENSG00000160471	13
ENSG00000167769	4
ENSG00000174917	3
ENSG00000230522	5
ENSG00000248144	8
ENSG00000183862	7
ENSG00000181029	10
ENSG00000174788	4
ENSG00000274703	5
ENSG00000275644	5
ENSG00000170909	5
ENSG00000277088	5
ENSG00000278378	5
ENSG00000276982	5
ENSG00000275736	5
ENSG00000278533	5
ENSG00000273511	5
ENSG00000275551	5
ENSG00000197044	3
ENSG00000171295	3
ENSG00000161677	4
ENSG00000161652	3
ENSG00000132259	7
ENSG00000189144	3
ENSG00000185361	4
ENSG00000173846	13
ENSG00000174886	4
ENSG00000292058	4
ENSG00000094661	3
ENSG00000142279	4
ENSG00000180884	3
ENSG00000184162	4
ENSG00000130176	5
ENSG00000171954	15
ENSG00000187994	4
ENSG00000282895	4
ENSG00000161243	7
ENSG00000064666	8
ENSG00000176231	3
ENSG00000215853	3
ENSG00000176022	9
ENSG00000118432	6
ENSG00000188822	6
ENSG00000203811	115
ENSG00000143036	9
ENSG00000198099	8
ENSG00000242689	5
ENSG00000162727	3
ENSG00000228198	3
ENSG00000177201	3
ENSG00000177174	3
ENSG00000183310	3
ENSG00000292011	3
ENSG00000184022	3
ENSG00000292303	3
ENSG00000292020	3
ENSG00000275617	3
ENSG00000196944	3
ENSG00000274870	3
ENSG00000279301	3
ENSG00000292019	3
ENSG00000122756	5
ENSG00000151418	15
ENSG00000263014	15
ENSG00000018236	11
ENSG00000154007	7
ENSG00000162623	4
ENSG00000157870	5
ENSG00000275125	5
ENSG00000184155	3
ENSG00000117010	3
ENSG00000189433	5
ENSG00000116514	9
ENSG00000177275	3
ENSG00000177535	3
ENSG00000108821	51
ENSG00000164692	55
ENSG00000143862	3
ENSG00000143858	13
ENSG00000152332	5
ENSG00000197894	4
ENSG00000139219	29
ENSG00000168542	33
ENSG00000291748	33
ENSG00000186197	4
ENSG00000187498	31
ENSG00000183856	13
ENSG00000291754	13
ENSG00000163382	4
ENSG00000142632	14
ENSG00000291381	14
ENSG00000162910	7
ENSG00000285449	138
ENSG00000196890	138
ENSG00000186306	3
ENSG00000186440	3
ENSG00000279111	3
ENSG00000198967	3
ENSG00000180433	3
ENSG00000197403	3
ENSG00000134871	31
ENSG00000197296	3
ENSG00000169031	28
ENSG00000081052	28
ENSG00000125875	10
ENSG00000101292	7
ENSG00000188153	30
ENSG00000197565	20
ENSG00000167104	3
ENSG00000101421	31
ENSG00000101464	4
ENSG00000130635	33
ENSG00000204262	33
ENSG00000186998	3
ENSG00000142156	17
ENSG00000142173	17
ENSG00000163359	17
ENSG00000114270	20
ENSG00000163002	79
ENSG00000163092	4
ENSG00000162971	4
ENSG00000144810	8
ENSG00000204640	8
ENSG00000144535	3
ENSG00000171812	8
ENSG00000143797	6
ENSG00000137413	26
ENSG00000112280	17
ENSG00000049089	17
ENSG00000277926	11
ENSG00000204099	11
ENSG00000163093	5
ENSG00000092758	17
ENSG00000114771	3
ENSG00000172955	4
ENSG00000123500	9
ENSG00000153086	3
ENSG00000258083	3
ENSG00000060718	18
ENSG00000143954	3
ENSG00000204248	18
ENSG00000223699	18
ENSG00000227801	18
ENSG00000230930	18
ENSG00000232541	18
ENSG00000235708	18
ENSG00000206290	18
ENSG00000111799	7
ENSG00000152056	16
ENSG00000163082	4
ENSG00000123612	6
ENSG00000143867	5
ENSG00000197467	7
ENSG00000150556	3
ENSG00000143891	8
ENSG00000204291	7
ENSG00000084636	7
ENSG00000065618	17
ENSG00000122085	4
ENSG00000196344	6
ENSG00000082293	6
ENSG00000183960	3
ENSG00000105664	3
ENSG00000205981	2
ENSG00000093010	15
ENSG00000122218	11
ENSG00000206557	4
ENSG00000291501	4
ENSG00000163606	3
ENSG00000163528	2
ENSG00000129083	14
ENSG00000159650	3
ENSG00000136868	3
ENSG00000198585	5
ENSG00000206384	17
ENSG00000114124	4
ENSG00000156110	6
ENSG00000163701	4
ENSG00000291554	3
ENSG00000175077	3
ENSG00000168237	4
ENSG00000178804	3
ENSG00000151466	4
ENSG00000241563	7
ENSG00000107968	29
ENSG00000189308	14
ENSG00000131143	15
ENSG00000163281	4
ENSG00000173040	4
ENSG00000135940	15
ENSG00000291596	15
ENSG00000148926	11
ENSG00000163982	3
ENSG00000164303	5
ENSG00000164038	3
ENSG00000155542	6
ENSG00000164509	5
ENSG00000170571	4
ENSG00000155846	21
ENSG00000152620	6
ENSG00000145626	6
ENSG00000111775	13
ENSG00000152409	6
ENSG00000156885	13
ENSG00000163485	8
ENSG00000126267	13
ENSG00000174339	3
ENSG00000164237	3
ENSG00000164284	2
ENSG00000155858	7
ENSG00000164211	5
ENSG00000134987	5
ENSG00000164919	13
ENSG00000172497	4
ENSG00000161281	17
ENSG00000189007	3
ENSG00000112695	13
ENSG00000203877	4
ENSG00000146352	4
ENSG00000237110	7
ENSG00000146399	7
ENSG00000131174	13
ENSG00000128271	15
ENSG00000127184	13
ENSG00000176340	13
ENSG00000112309	4
ENSG00000154079	4
ENSG00000006695	3
ENSG00000156535	7
ENSG00000164520	3
ENSG00000154548	6
ENSG00000166260	4
ENSG00000014919	6
ENSG00000047457	13
ENSG00000091704	4
ENSG00000158516	4
ENSG00000146755	4
ENSG00000163751	3
ENSG00000273914	3
ENSG00000179468	3
ENSG00000221938	3
ENSG00000284891	3
ENSG00000284939	3
ENSG00000221813	3
ENSG00000284965	3
ENSG00000221910	3
ENSG00000170425	17
ENSG00000153002	7
ENSG00000197362	3
ENSG00000080618	7
ENSG00000108582	10
ENSG00000160963	6
ENSG00000109472	3
ENSG00000146926	7
ENSG00000189143	4
ENSG00000165215	4
ENSG00000181885	4
ENSG00000288292	4
ENSG00000135678	3
ENSG00000120054	4
ENSG00000154438	3
ENSG00000178772	4
ENSG00000285098	4
ENSG00000253958	4
ENSG00000080819	3
ENSG00000021826	8
ENSG00000110090	8
ENSG00000155975	17
ENSG00000205560	4
ENSG00000157184	6
ENSG00000156170	4
ENSG00000197353	3
ENSG00000203710	13
ENSG00000185053	3
ENSG00000147576	3
ENSG00000158669	5
ENSG00000156687	5
ENSG00000117322	7
ENSG00000165102	13
ENSG00000166426	4
ENSG00000156017	3
ENSG00000143320	3
ENSG00000095321	9
ENSG00000122728	25
ENSG00000118260	102
ENSG00000115966	55
ENSG00000005339	134
ENSG00000277556	3
ENSG00000234539	4
ENSG00000168468	4
ENSG00000213676	4
ENSG00000228628	4
ENSG00000186943	3
ENSG00000204246	3
ENSG00000148136	3
ENSG00000186881	3
ENSG00000171496	3
ENSG00000171501	3
ENSG00000171505	3
ENSG00000095794	2
ENSG00000179542	3
ENSG00000274588	7
ENSG00000147571	11
ENSG00000184675	28
ENSG00000145708	4
ENSG00000155008	7
ENSG00000069509	5
ENSG00000263715	6
ENSG00000282456	6
ENSG00000120088	6
ENSG00000276191	6
ENSG00000278232	6
ENSG00000106113	9
ENSG00000160219	3
ENSG00000147262	5
ENSG00000167193	38
ENSG00000147251	8
ENSG00000099942	20
ENSG00000127837	12
ENSG00000282608	8
ENSG00000072832	5
ENSG00000280969	56
ENSG00000132693	6
ENSG00000198390	2
ENSG00000145681	2
ENSG00000169876	16
ENSG00000165192	7
ENSG00000164122	7
ENSG00000148331	7
ENSG00000183475	7
ENSG00000177981	7
ENSG00000102048	7
ENSG00000196465	2
ENSG00000071909	4
ENSG00000176782	5
ENSG00000177023	5
ENSG00000285034	5
ENSG00000277006	5
ENSG00000285356	5
ENSG00000151414	9
ENSG00000196867	3
ENSG00000130700	2
ENSG00000101438	7
ENSG00000131050	3
ENSG00000124091	4
ENSG00000278211	4
ENSG00000185880	4
ENSG00000008405	5
ENSG00000264364	56
ENSG00000184182	7
ENSG00000138316	12
ENSG00000121671	5
ENSG00000165496	41
ENSG00000119121	4
ENSG00000170486	3
ENSG00000271303	6
ENSG00000124257	3
ENSG00000170191	6
ENSG00000088782	5
ENSG00000125903	5
ENSG00000198053	7
ENSG00000109846	4
ENSG00000143799	32
ENSG00000197530	30
ENSG00000198569	9
ENSG00000172476	3
ENSG00000146809	7
ENSG00000239388	7
ENSG00000198881	7
ENSG00000103316	3
ENSG00000173124	6
ENSG00000156671	4
ENSG00000204022	3
ENSG00000102699	15
ENSG00000150054	10
ENSG00000062485	8
ENSG00000151532	5
ENSG00000112062	82
ENSG00000165338	4
ENSG00000174721	6
ENSG00000170743	7
ENSG00000154611	3
ENSG00000184371	15
ENSG00000226288	3
ENSG00000180785	3
ENSG00000182578	9
ENSG00000169550	16
ENSG00000149212	5
ENSG00000134627	6
ENSG00000164400	16
ENSG00000198223	17
ENSG00000292357	17
ENSG00000165895	9
ENSG00000152404	4
ENSG00000100368	17
ENSG00000108342	10
ENSG00000119535	8
ENSG00000166363	3
ENSG00000279486	3
ENSG00000139174	5
ENSG00000139344	3
ENSG00000173262	3
ENSG00000136488	4
ENSG00000186666	3
ENSG00000175548	4
ENSG00000179195	3
ENSG00000139117	8
ENSG00000127325	3
ENSG00000165891	11
ENSG00000103653	35
ENSG00000167767	3
ENSG00000174206	4
ENSG00000126545	2
ENSG00000171823	7
ENSG00000135222	9
ENSG00000151164	25
ENSG00000171209	2
ENSG00000187676	9
ENSG00000113712	39
ENSG00000139988	8
ENSG00000133937	4
ENSG00000141551	32
ENSG00000213923	32
ENSG00000140043	5
ENSG00000133275	8
ENSG00000101266	68
ENSG00000188095	4
ENSG00000070770	67
ENSG00000169752	29
ENSG00000171873	9
ENSG00000224398	70
ENSG00000230700	70
ENSG00000232960	70
ENSG00000204435	70
ENSG00000224774	70
ENSG00000228875	70
ENSG00000206406	70
ENSG00000128881	4
ENSG00000155719	3
ENSG00000284559	3
ENSG00000184939	3
ENSG00000038427	24
ENSG00000130287	26
ENSG00000127585	7
ENSG00000173546	22
ENSG00000157368	5
ENSG00000167981	3
ENSG00000159176	3
ENSG00000197162	3
ENSG00000229809	3
ENSG00000167889	5
ENSG00000175711	4
ENSG00000277033	4
ENSG00000167281	5
ENSG00000186074	3
ENSG00000185924	3
ENSG00000183048	9
ENSG00000180638	3
ENSG00000276231	27
ENSG00000161649	3
ENSG00000186185	8
ENSG00000154920	8
ENSG00000170214	9
ENSG00000101439	8
ENSG00000185269	8
ENSG00000171475	20
ENSG00000204897	3
ENSG00000174448	5
ENSG00000175065	3
ENSG00000121552	3
ENSG00000160213	3
ENSG00000262874	4
ENSG00000198464	3
ENSG00000198633	4
ENSG00000196724	6
ENSG00000173480	3
ENSG00000188785	3
ENSG00000101138	14
ENSG00000104892	19
ENSG00000273111	3
ENSG00000198028	3
ENSG00000101811	16
ENSG00000188868	3
ENSG00000161888	18
ENSG00000176102	14
ENSG00000197050	6
ENSG00000196357	3
ENSG00000160505	8
ENSG00000018869	3
ENSG00000198440	3
ENSG00000182472	2
ENSG00000292260	2
ENSG00000120907	9
ENSG00000127666	34
ENSG00000153896	3
ENSG00000291737	3
ENSG00000167785	3
ENSG00000278444	7
ENSG00000273622	7
ENSG00000167617	7
ENSG00000273633	7
ENSG00000183072	9
ENSG00000172687	3
ENSG00000160352	3
ENSG00000196172	3
ENSG00000130270	3
ENSG00000186300	3
ENSG00000196437	3
ENSG00000171827	3
ENSG00000143578	4
ENSG00000177414	4
ENSG00000159692	24
ENSG00000168509	4
ENSG00000162885	5
ENSG00000282880	5
ENSG00000175029	20
ENSG00000162877	4
ENSG00000150281	5
ENSG00000118523	6
ENSG00000203784	3
ENSG00000116761	7
ENSG00000143786	9
ENSG00000162594	6
ENSG00000163599	10
ENSG00000116903	11
ENSG00000164007	4
ENSG00000044115	27
ENSG00000066032	2
ENSG00000040531	4
ENSG00000168036	101
ENSG00000149600	3
ENSG00000186191	3
ENSG00000188992	5
ENSG00000129673	4
ENSG00000150594	19
ENSG00000198561	26
ENSG00000142178	2
ENSG00000164037	3
ENSG00000100209	8
ENSG00000171793	3
ENSG00000235568	3
ENSG00000100341	4
ENSG00000168925	8
ENSG00000285346	8
ENSG00000114999	3
ENSG00000115593	2
ENSG00000141086	4
ENSG00000178586	3
ENSG00000173163	3
ENSG00000163013	7
ENSG00000196659	4
ENSG00000186281	7
ENSG00000164733	26
ENSG00000285132	26
ENSG00000117984	21
ENSG00000274286	13
ENSG00000196188	6
ENSG00000163803	10
ENSG00000100448	25
ENSG00000144401	3
ENSG00000103811	10
ENSG00000163535	18
ENSG00000143387	18
ENSG00000179921	6
ENSG00000135047	47
ENSG00000136943	22
ENSG00000007001	6
ENSG00000163840	4
ENSG00000129810	21
ENSG00000163590	4
ENSG00000163530	3
ENSG00000186265	4
ENSG00000263238	6
ENSG00000256043	6
ENSG00000160799	4
ENSG00000163605	5
ENSG00000184160	19
ENSG00000163131	28
ENSG00000172543	4
ENSG00000187118	4
ENSG00000101160	16
ENSG00000154783	5
ENSG00000257923	10
ENSG00000144619	3
ENSG00000168329	17
ENSG00000151612	6
ENSG00000154639	5
ENSG00000109686	4
ENSG00000292165	4
ENSG00000163293	2
ENSG00000163291	5
ENSG00000272602	3
ENSG00000166347	6
ENSG00000134962	30
ENSG00000163644	8
ENSG00000155275	3
ENSG00000043591	8
ENSG00000136848	5
ENSG00000177058	19
ENSG00000186335	9
ENSG00000164463	4
ENSG00000153404	5
ENSG00000051523	30
ENSG00000146007	4
ENSG00000170561	3
ENSG00000165810	3
ENSG00000165168	24
ENSG00000164291	9
ENSG00000179091	6
ENSG00000169252	16
ENSG00000083799	16
ENSG00000168566	4
ENSG00000155918	3
ENSG00000146411	3
ENSG00000172197	6
ENSG00000146373	4
ENSG00000140465	15
ENSG00000140505	19
ENSG00000138061	14
ENSG00000179869	3
ENSG00000164603	4
ENSG00000126016	10
ENSG00000255974	6
ENSG00000196715	4
ENSG00000166025	2
ENSG00000243335	7
ENSG00000198077	7
ENSG00000188778	8
ENSG00000204947	6
ENSG00000181220	3
ENSG00000171130	15
ENSG00000160870	5
ENSG00000197241	3
ENSG00000197838	8
ENSG00000176428	17
ENSG00000197408	7
ENSG00000165841	13
ENSG00000138115	17
ENSG00000138109	17
ENSG00000173020	21
ENSG00000108242	5
ENSG00000272532	15
ENSG00000280905	15
ENSG00000283284	15
ENSG00000100197	15
ENSG00000275211	15
ENSG00000282966	15
ENSG00000100077	8
ENSG00000130649	14
ENSG00000197446	7
ENSG00000275342	5
ENSG00000292308	5
ENSG00000134716	10
ENSG00000121039	7
ENSG00000171320	4
ENSG00000160868	15
ENSG00000106258	6
ENSG00000176853	5
ENSG00000177182	4
ENSG00000215262	3
ENSG00000164764	9
ENSG00000187048	14
ENSG00000239900	4
ENSG00000142973	11
ENSG00000165695	3
ENSG00000167910	13
ENSG00000165202	3
ENSG00000175764	3
ENSG00000180432	16
ENSG00000140459	13
ENSG00000288362	13
ENSG00000173258	3
ENSG00000160882	13
ENSG00000196597	3
ENSG00000179142	14
ENSG00000175809	4
ENSG00000165591	4
ENSG00000148795	10
ENSG00000130150	8
ENSG00000137869	13
ENSG00000204195	6
ENSG00000147160	10
ENSG00000233151	14
ENSG00000235134	14
ENSG00000232414	14
ENSG00000198457	14
ENSG00000231852	14
ENSG00000206338	14
ENSG00000035687	4
ENSG00000019186	12
ENSG00000095596	9
ENSG00000135929	16
ENSG00000111012	12
ENSG00000001630	15
ENSG00000148942	4
ENSG00000165325	4
ENSG00000090861	4
ENSG00000196961	48
ENSG00000173406	4
ENSG00000153071	8
ENSG00000166800	3
ENSG00000129562	29
ENSG00000172322	3
ENSG00000196352	17
ENSG00000136010	4
ENSG00000173402	25
ENSG00000170456	4
ENSG00000065357	7
ENSG00000136267	7
ENSG00000256870	9
ENSG00000262217	9
ENSG00000058866	7
ENSG00000102780	7
ENSG00000145214	7
ENSG00000183020	50
ENSG00000281385	50
ENSG00000280759	50
ENSG00000110887	5
ENSG00000133115	3
ENSG00000196730	4
ENSG00000285321	3
ENSG00000139914	3
ENSG00000167657	4
ENSG00000139915	3
ENSG00000242866	4
ENSG00000115866	10
ENSG00000204209	30
ENSG00000206206	30
ENSG00000227046	30
ENSG00000206279	30
ENSG00000231617	30
ENSG00000229396	30
ENSG00000169918	4
ENSG00000166068	13
ENSG00000168803	7
ENSG00000179588	7
ENSG00000100280	16
ENSG00000123454	4
ENSG00000155368	4
ENSG00000184517	3
ENSG00000161653	7
ENSG00000173868	6
ENSG00000167723	4
ENSG00000173908	3
ENSG00000175322	6
ENSG00000113758	9
ENSG00000105516	2
ENSG00000137992	22
ENSG00000167554	6
ENSG00000189190	3
ENSG00000182986	6
ENSG00000251369	3
ENSG00000188000	3
ENSG00000006125	48
ENSG00000187323	14
ENSG00000173875	3
ENSG00000249709	3
ENSG00000242852	3
ENSG00000197647	3
ENSG00000178150	3
ENSG00000189042	3
ENSG00000188283	3
ENSG00000153902	2
ENSG00000167969	7
ENSG00000196109	3
ENSG00000276219	3
ENSG00000274746	3
ENSG00000197020	3
ENSG00000171817	3
ENSG00000175984	4
ENSG00000156136	5
ENSG00000183347	9
ENSG00000011465	21
ENSG00000117598	5
ENSG00000213047	4
ENSG00000129187	3
ENSG00000159640	3
ENSG00000185436	5
ENSG00000179862	5
ENSG00000080166	7
ENSG00000143751	4
ENSG00000204843	44
ENSG00000166747	16
ENSG00000077279	5
ENSG00000167986	18
ENSG00000134574	16
ENSG00000131044	3
ENSG00000132437	5
ENSG00000187134	15
ENSG00000151632	8
ENSG00000187045	3
ENSG00000100298	4
ENSG00000116717	8
ENSG00000175197	15
ENSG00000244038	32
ENSG00000162881	7
ENSG00000079785	3
ENSG00000215301	9
ENSG00000108654	28
ENSG00000110367	3
ENSG00000196542	4
ENSG00000067596	4
ENSG00000163961	17
ENSG00000104964	4
ENSG00000135829	21
ENSG00000180767	5
ENSG00000013573	5
ENSG00000181004	5
ENSG00000109606	15
ENSG00000104325	5
ENSG00000284983	6
ENSG00000240247	6
ENSG00000206047	6
ENSG00000285176	6
ENSG00000151611	17
ENSG00000284835	5
ENSG00000239839	5
ENSG00000164821	6
ENSG00000285318	6
ENSG00000164023	4
ENSG00000285251	8
ENSG00000164816	8
ENSG00000285136	5
ENSG00000164822	5
ENSG00000168671	6
ENSG00000164825	5
ENSG00000284881	5
ENSG00000172795	12
ENSG00000175084	2
ENSG00000274619	10
ENSG00000197766	10
ENSG00000160049	4
ENSG00000169598	4
ENSG00000126953	2
ENSG00000146757	3
ENSG00000106648	4
ENSG00000197123	3
ENSG00000181444	3
ENSG00000180535	4
ENSG00000105928	14
ENSG00000164756	8
ENSG00000169436	4
ENSG00000172748	3
ENSG00000188676	3
ENSG00000168263	3
ENSG00000175787	3
ENSG00000196968	3
ENSG00000171813	5
ENSG00000198178	5
ENSG00000281763	4
ENSG00000174953	4
ENSG00000178084	3
ENSG00000149735	7
ENSG00000188243	3
ENSG00000122824	3
ENSG00000166106	9
ENSG00000145536	11
ENSG00000140470	9
ENSG00000140873	11
ENSG00000171126	3
ENSG00000196705	3
ENSG00000182903	3
ENSG00000145808	9
ENSG00000171456	4
ENSG00000177202	3
ENSG00000104140	5
ENSG00000197372	3
ENSG00000165389	4
ENSG00000171611	4
ENSG00000100413	12
ENSG00000158201	5
ENSG00000114956	4
ENSG00000172893	8
ENSG00000116133	7
ENSG00000228716	11
ENSG00000102967	4
ENSG00000095059	4
ENSG00000100243	9
ENSG00000181019	14
ENSG00000131504	21
ENSG00000147202	8
ENSG00000211452	5
ENSG00000211448	5
ENSG00000197406	5
ENSG00000130826	9
ENSG00000150768	12
ENSG00000091140	28
ENSG00000075711	27
ENSG00000081051	4
ENSG00000150672	17
ENSG00000082458	26
ENSG00000132535	35
ENSG00000119689	12
ENSG00000105880	12
ENSG00000038002	3
ENSG00000006377	5
ENSG00000187908	2
ENSG00000198947	5
ENSG00000123453	3
ENSG00000152592	6
ENSG00000106976	25
ENSG00000157766	16
ENSG00000104936	3
ENSG00000137090	2
ENSG00000138346	46
ENSG00000206320	26
ENSG00000229058	26
ENSG00000231268	26
ENSG00000237405	26
ENSG00000204305	26
ENSG00000230514	26
ENSG00000234729	26
ENSG00000013563	3
ENSG00000105612	4
ENSG00000197102	62
ENSG00000162688	7
ENSG00000158560	47
ENSG00000077380	60
ENSG00000292102	60
ENSG00000135720	47
ENSG00000079805	40
ENSG00000130816	22
ENSG00000107614	3
ENSG00000119772	17
ENSG00000088305	14
ENSG00000150760	37
ENSG00000134516	20
ENSG00000088538	14
ENSG00000115325	8
ENSG00000236765	2
ENSG00000206346	2
ENSG00000224313	2
ENSG00000204348	2
ENSG00000225682	2
ENSG00000234798	2
ENSG00000172269	9
ENSG00000183044	5
ENSG00000015413	14
ENSG00000108963	4
ENSG00000132768	4
ENSG00000197635	5
ENSG00000188641	4
ENSG00000147647	4
ENSG00000092964	7
ENSG00000113657	5
ENSG00000159723	5
ENSG00000117505	7
ENSG00000091138	8
ENSG00000184845	8
ENSG00000149295	6
ENSG00000151577	8
ENSG00000276825	8
ENSG00000069696	8
ENSG00000169676	8
ENSG00000108591	4
ENSG00000101384	34
ENSG00000116017	6
ENSG00000102385	6
ENSG00000111676	5
ENSG00000134765	6
ENSG00000134755	3
ENSG00000134762	3
ENSG00000291561	5
ENSG00000171587	5
ENSG00000134760	17
ENSG00000046604	15
ENSG00000135744	15
ENSG00000134757	8
ENSG00000157514	3
ENSG00000096696	17
ENSG00000152591	2
ENSG00000155850	15
ENSG00000134769	3
ENSG00000138101	3
ENSG00000113070	56
ENSG00000135144	4
ENSG00000168393	3
ENSG00000120129	6
ENSG00000158050	6
ENSG00000108861	30
ENSG00000120875	35
ENSG00000138166	6
ENSG00000139318	39
ENSG00000164086	39
ENSG00000144891	11
ENSG00000291431	10
ENSG00000278165	10
ENSG00000184545	10
ENSG00000273793	10
ENSG00000130829	10
ENSG00000128951	3
ENSG00000107404	19
ENSG00000004975	26
ENSG00000161202	19
ENSG00000157540	4
ENSG00000180772	7
ENSG00000136827	4
ENSG00000101412	46
ENSG00000134817	7
ENSG00000282899	20
ENSG00000007968	20
ENSG00000112242	21
ENSG00000205250	28
ENSG00000133740	30
ENSG00000169016	9
ENSG00000164330	6
ENSG00000169508	6
ENSG00000117298	5
ENSG00000172482	5
ENSG00000025708	6
ENSG00000282853	4
ENSG00000104823	4
ENSG00000127884	16
ENSG00000143369	4
ENSG00000114346	15
ENSG00000158813	4
ENSG00000165029	16
ENSG00000169297	4
ENSG00000170989	14
ENSG00000198121	8
ENSG00000213694	10
ENSG00000078401	10
ENSG00000127129	7
