held_out,compound,method,n_sources,repro_r,source_repro_r,reproducible,source_reproducible,transfer_efficiency,pearson_delta,mae,top50_overlap,sign_match
K562,Flavopiridol HCl,no_change,2,,0.18883055027119378,False,False,,0.0,0.42826414889149955,0.0,0.0
K562,"Fluorouracil (5-Fluoracil, 5-FU)",weighted_consensus_gated,2,0.15586744356882487,0.15695153596677572,False,False,0.06982013046356537,0.010882685244997766,0.2359600317946724,0.0,0.64
K562,"Fluorouracil (5-Fluoracil, 5-FU)",weighted_consensus,2,0.15586744356882487,0.15695153596677572,False,False,0.07481169510234299,0.011660707664652579,0.27348963176668944,0.0,0.64
K562,"Fluorouracil (5-Fluoracil, 5-FU)",unweighted_consensus,2,0.15586744356882487,0.15695153596677572,False,False,0.07455161437104404,0.0116201695459435,0.27291875223018747,0.0,0.64
K562,"Fluorouracil (5-Fluoracil, 5-FU)",no_change,2,0.15586744356882487,0.15695153596677572,False,False,0.0,0.0,0.2329335967813207,0.0,0.0
K562,Fulvestrant,weighted_consensus_gated,2,0.13883133872930586,0.4275714852191177,False,True,0.0424895940310484,0.005898887221395172,0.24869488075761909,0.0,0.66
K562,Fulvestrant,weighted_consensus,2,0.13883133872930586,0.4275714852191177,False,True,0.03742594143658091,0.005195893552845128,0.29008044492222174,0.02,0.66
K562,Fulvestrant,unweighted_consensus,2,0.13883133872930586,0.4275714852191177,False,True,0.039896744573387606,0.00553891846006457,0.28999482124554654,0.02,0.66
K562,Fulvestrant,no_change,2,0.13883133872930586,0.4275714852191177,False,True,0.0,0.0,0.24421107171930348,0.0,0.0
K562,G007-LK,weighted_consensus_gated,2,0.12519425070428086,0.27711471877821914,False,False,-0.11076002765685307,-0.013866518670485144,0.2658350658231788,0.0,0.34
K562,G007-LK,weighted_consensus,2,0.12519425070428086,0.27711471877821914,False,False,-0.1049961232621654,-0.01314491097866111,0.288990027256372,0.0,0.34
K562,G007-LK,unweighted_consensus,2,0.12519425070428086,0.27711471877821914,False,False,-0.10227846013612124,-0.01280467517992936,0.2887017512339261,0.0,0.34
K562,G007-LK,no_change,2,0.12519425070428086,0.27711471877821914,False,False,0.0,0.0,0.261947352510014,0.0,0.0
K562,GSK J1,weighted_consensus_gated,2,0.13227083189388653,0.164781816599505,False,False,-0.004566942649320931,-0.0006040733034373497,0.2479343320853858,0.0,0.72
K562,GSK J1,weighted_consensus,2,0.13227083189388653,0.164781816599505,False,False,0.0055114639420643305,0.0007290059205700082,0.28002357408183765,0.0,0.72
K562,GSK J1,unweighted_consensus,2,0.13227083189388653,0.164781816599505,False,False,0.003936595812674293,0.000520696802972419,0.2795228388654616,0.0,0.72
K562,GSK J1,no_change,2,0.13227083189388653,0.164781816599505,False,False,0.0,0.0,0.2444595754739132,0.0,0.0
K562,GSK-LSD1 2HCl,weighted_consensus_gated,2,0.1972389246777961,0.24736756377086322,False,False,0.03791892094669189,0.007479087192467867,0.2791976293755223,0.0,0.44
K562,GSK-LSD1 2HCl,weighted_consensus,2,0.1972389246777961,0.24736756377086322,False,False,-0.0045958613662433825,-0.0009064827538460716,0.30874125293855914,0.02,0.44
K562,GSK-LSD1 2HCl,unweighted_consensus,2,0.1972389246777961,0.24736756377086322,False,False,-0.00495967010962595,-0.0009782399991792295,0.3082814588685334,0.02,0.44
K562,GSK-LSD1 2HCl,no_change,2,0.1972389246777961,0.24736756377086322,False,False,0.0,0.0,0.27741253577403907,0.0,0.0
K562,GSK1070916,weighted_consensus_gated,2,0.14323937879047183,0.3136970265785756,False,True,0.28339095173213014,0.04059274388095091,0.25278728151169055,0.0,0.54
K562,GSK1070916,weighted_consensus,2,0.14323937879047183,0.3136970265785756,False,True,0.3163065844688369,0.045307558666652106,0.2971581827073648,0.0,0.54
K562,GSK1070916,unweighted_consensus,2,0.14323937879047183,0.3136970265785756,False,True,0.31717100598184916,0.0454313778671891,0.29658638640636237,0.0,0.54
K562,GSK1070916,no_change,2,0.14323937879047183,0.3136970265785756,False,True,0.0,0.0,0.25214348808519293,0.0,0.0
K562,Gandotinib (LY2784544),weighted_consensus_gated,2,0.10299304984499194,0.17548244570698973,False,False,0.1862982262996012,0.019187422507308413,0.24799238785848196,0.0,0.52
K562,Gandotinib (LY2784544),weighted_consensus,2,0.10299304984499194,0.17548244570698973,False,False,0.1902449830509219,0.019593911022123246,0.2783588272532504,0.0,0.52
K562,Gandotinib (LY2784544),unweighted_consensus,2,0.10299304984499194,0.17548244570698973,False,False,0.18901025379003764,0.019466742489811922,0.2779055420258049,0.0,0.52
K562,Gandotinib (LY2784544),no_change,2,0.10299304984499194,0.17548244570698973,False,False,0.0,0.0,0.24606276738248026,0.0,0.0
K562,Givinostat (ITF2357),weighted_consensus_gated,2,0.27505263168692173,0.4858914449899079,False,True,1.1176924461322568,0.30742424872527024,0.36103301558841894,0.06,0.86
K562,Givinostat (ITF2357),weighted_consensus,2,0.27505263168692173,0.4858914449899079,False,True,1.2677312851779299,0.34869282626003306,0.38682021342220735,0.16,0.86
K562,Givinostat (ITF2357),unweighted_consensus,2,0.27505263168692173,0.4858914449899079,False,True,1.2696422430640277,0.3492184402556472,0.3864518173700205,0.16,0.86
K562,Givinostat (ITF2357),no_change,2,0.27505263168692173,0.4858914449899079,False,True,0.0,0.0,0.3819510617548593,0.0,0.0
K562,Glesatinib?(MGCD265),weighted_consensus_gated,2,0.1141464220164938,0.13233034708222702,False,False,-0.09095025258325092,-0.010381645913874464,0.25635281744147864,0.0,0.66
K562,Glesatinib?(MGCD265),weighted_consensus,2,0.1141464220164938,0.13233034708222702,False,False,-0.0767375914860753,-0.008759321502298852,0.2875154067910821,0.0,0.66
K562,Glesatinib?(MGCD265),unweighted_consensus,2,0.1141464220164938,0.13233034708222702,False,False,-0.07478325217149899,-0.0085362406621338,0.28703681565851236,0.0,0.66
K562,Glesatinib?(MGCD265),no_change,2,0.1141464220164938,0.13233034708222702,False,False,0.0,0.0,0.2523753379166079,0.0,0.0
K562,Hesperadin,weighted_consensus_gated,2,0.2406655017095971,0.4506823403287578,False,True,0.7338711613946205,0.17661747124724106,0.2794290285661516,0.0,0.56
K562,Hesperadin,weighted_consensus,2,0.2406655017095971,0.4506823403287578,False,True,0.7656005685755451,0.18425364494538637,0.32147700589878475,0.04,0.56
K562,Hesperadin,unweighted_consensus,2,0.2406655017095971,0.4506823403287578,False,True,0.7662170882593368,0.18440201996439992,0.32135744714309583,0.04,0.56
K562,Hesperadin,no_change,2,0.2406655017095971,0.4506823403287578,False,True,0.0,0.0,0.2871325384891079,0.0,0.0
K562,INO-1001 (3-Aminobenzamide),weighted_consensus_gated,2,0.1303976738470266,0.1661075112233863,False,False,-0.015859916430909348,-0.0020680962099988154,0.2410095491836997,0.04,0.62
K562,INO-1001 (3-Aminobenzamide),weighted_consensus,2,0.1303976738470266,0.1661075112233863,False,False,0.012319205702525511,0.001606395767252352,0.27969400641891173,0.04,0.62
K562,INO-1001 (3-Aminobenzamide),unweighted_consensus,2,0.1303976738470266,0.1661075112233863,False,False,0.012339885859024742,0.001609092411554644,0.27910012877568585,0.04,0.62
K562,INO-1001 (3-Aminobenzamide),no_change,2,0.1303976738470266,0.1661075112233863,False,False,0.0,0.0,0.23741079349170854,0.0,0.0
K562,IOX2,weighted_consensus_gated,2,0.11446048512616942,0.16904331794858535,False,False,-0.08127668973098241,-0.0093029693360574,0.24587756382676368,0.0,0.58
K562,IOX2,weighted_consensus,2,0.11446048512616942,0.16904331794858535,False,False,-0.11351882561995538,-0.012993419851413123,0.27781473303752874,0.04,0.58
K562,IOX2,unweighted_consensus,2,0.11446048512616942,0.16904331794858535,False,False,-0.11318443274445404,-0.012955145080660506,0.27733480505423447,0.04,0.58
K562,IOX2,no_change,2,0.11446048512616942,0.16904331794858535,False,False,0.0,0.0,0.24202053627066208,0.02,0.0
